,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Cases,Tot Cases/1M pop,Death/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region,Date
4152,Ireland,28116,147,1777,0,23364,0,2975,5,5685,359,777635,157228,4945912,176,2783,6,Europe,2020-08-24
4153,Austria,25495,242,733,1,21657,99,3105,23,2828,81,1101206,122165,9014100,354,12298,8,Europe,2020-08-24
4154,Australia,24916,104,517,15,19603,370,4796,38,975,20,5757173,225388,25543410,1025,49407,4,Australia/Oceania,2020-08-24
4155,El Salvador,24811,189,669,8,12492,246,11650,312,3822,103,298112,45926,6491120,262,9703,22,North America,2020-08-24
4156,Czechia,22181,258,415,3,16376,251,5390,22,2071,39,845528,78933,10711994,483,25812,13,Europe,2020-08-24
4157,Palestine,19213,411,133,5,11870,27,7210,0,3754,26,214862,41980,5118188,266,38483,24,Asia,2020-08-24
4158,Cameroon,18762,0,408,0,16540,0,1814,30,704,15,149000,5593,26638784,1420,65291,179,Africa,2020-08-24
4159,Bosnia and Herzegovina,18029,314,547,15,11861,532,5621,0,5501,167,174907,53364,3277651,182,5992,19,Europe,2020-08-24
4160,S. Korea,17665,266,309,0,14219,19,3137,32,345,6,1804422,35190,51275896,2903,165941,28,Asia,2020-08-24
4161,Ivory Coast,17506,35,114,1,15633,332,1759,0,661,4,121286,4582,26470172,1512,232194,218,Africa,2020-08-24
4162,Denmark,16397,80,623,1,14310,130,1464,5,2829,108,2211377,381582,5795279,353,9302,3,Europe,2020-08-24
4163,Bulgaria,15386,99,563,18,10497,159,4326,65,2217,81,374374,53942,6940296,451,12327,19,Europe,2020-08-24
4164,Madagascar,14402,75,178,0,13436,81,788,74,518,6,55375,1993,27790832,1930,156128,502,Africa,2020-08-24
4165,North Macedonia,13673,78,568,4,10150,40,2955,5,6563,273,138325,66395,2083361,152,3668,15,Europe,2020-08-24
4166,Paraguay,13602,369,219,14,7649,232,5734,66,1904,31,175652,24583,7145399,525,32627,41,South America,2020-08-24
4167,Lebanon,13155,457,126,3,3704,79,9325,76,1929,18,468266,68653,6820724,518,54133,15,Asia,2020-08-24
4168,Senegal,13013,64,272,3,8595,140,4146,45,774,16,137832,8202,16805652,1291,61785,122,Africa,2020-08-24
4169,Sudan,12903,67,818,3,6538,41,5547,0,293,19,401,9,43994020,3410,53782,109711,Africa,2020-08-24
4170,Zambia,11148,66,280,0,10208,266,660,0,604,15,106795,5787,18455548,1656,65913,173,Africa,2020-08-24
4171,Libya,11009,572,199,11,1096,11,9714,0,1599,29,96524,14020,6884949,625,34598,71,Africa,2020-08-24
4172,Norway,10395,72,264,0,9150,0,981,1,1915,49,630903,116241,5427553,522,20559,9,Europe,2020-08-24
4173,DRC,9842,12,251,0,8953,19,638,0,109,3,0,0,89936696,9138,358314,0,Africa,2020-08-24
4174,Malaysia,9274,7,125,0,8965,6,184,8,286,4,1182845,36477,32426766,3497,259414,27,Asia,2020-08-24
4175,Guinea,9076,109,55,2,7928,220,1093,24,688,4,20701,1570,13182488,1452,239682,637,Africa,2020-08-24
4176,French Guiana,8875,78,56,1,8363,56,456,14,29606,187,49704,165809,299767,34,5353,6,South America,2020-08-24
4177,Greece,8819,155,242,0,3804,0,4773,31,847,23,858138,82393,10415181,1181,43038,12,Europe,2020-08-24
4178,Albania,8605,178,254,4,4413,81,3938,19,2991,88,52605,18283,2877316,334,11328,55,Europe,2020-08-24
4179,Gabon,8409,21,53,0,6959,225,1397,2,3766,24,109360,48971,2233153,266,42135,20,Africa,2020-08-24
4180,Tajikistan,8346,35,67,1,7142,34,1137,0,872,7,0,0,9568029,1146,142806,0,Asia,2020-08-24
4181,Croatia,8311,136,173,2,5926,125,2212,12,2026,42,152824,37262,4101338,493,23707,27,Europe,2020-08-24
4182,Haiti,8110,28,196,0,5624,0,2290,0,710,17,22501,1970,11422938,1409,58280,508,North America,2020-08-24
4183,Finland,7938,18,335,1,7100,0,503,1,1432,60,551715,99551,5542026,698,16543,10,Europe,2020-08-24
4184,Luxembourg,7794,19,124,0,7106,137,564,1,12422,198,730208,1163765,627453,81,5060,1,Europe,2020-08-24
4185,Mauritania,6928,23,158,0,6282,50,488,3,1485,34,69161,14820,4666759,674,29536,67,Africa,2020-08-24
4186,Maldives,6912,133,27,1,4297,75,2588,12,12755,50,104631,193076,541917,78,20071,5,Asia,2020-08-24
4187,Zimbabwe,6070,140,155,0,4950,78,965,0,408,10,149748,10054,14894448,2454,96093,99,Africa,2020-08-24
4188,Namibia,6030,176,56,4,2563,54,3411,8,2367,22,51605,20257,2547530,422,45492,49,Africa,2020-08-24
4189,Malawi,5419,5,169,1,3059,47,2191,4,282,9,42821,2230,19199230,3543,113605,448,Africa,2020-08-24
4190,Djibouti,5383,1,60,0,5273,19,50,0,5437,61,64979,65629,990093,184,16502,15,Africa,2020-08-24
4191,Hungary,5191,36,613,0,3695,0,883,9,538,63,398550,41272,9656583,1860,15753,24,Europe,2020-08-24
4192,Equatorial Guinea,4926,0,83,0,3795,0,1048,2,3495,59,50481,35820,1409280,286,16979,28,Africa,2020-08-24
4193,Hong Kong,4692,9,77,0,4052,34,563,27,625,10,780415,103972,7506029,1600,97481,10,Asia,2020-08-24
4194,CAR,4679,0,61,0,1755,0,2863,2,966,13,30775,6356,4841887,1035,79375,157,Africa,2020-08-24
4195,Montenegro,4378,35,84,0,3420,64,874,0,6970,134,45840,72985,628078,143,7477,14,Europe,2020-08-24
4196,Nicaragua,4311,0,133,0,2913,0,1265,0,650,20,0,0,6636138,1539,49896,0,North America,2020-08-24
4197,Eswatini,4304,79,85,0,2936,38,1283,11,3704,73,28694,24695,1161938,270,13670,40,Africa,2020-08-24
4198,Congo,3979,129,78,1,1742,117,2159,0,719,14,0,0,5537206,1392,70990,0,Africa,2020-08-24
4199,Cuba,3717,35,91,0,3079,35,547,2,328,8,365353,32259,11325560,3047,124457,31,North America,2020-08-24
4200,Suriname,3632,25,60,2,2758,70,814,21,6183,102,6929,11796,587412,162,9790,85,South America,2020-08-24
4201,Cabo Verde,3532,23,37,0,2599,59,896,0,6343,66,74177,133202,556877,158,15051,8,Africa,2020-08-24
4202,Mozambique,3440,45,21,1,1661,158,1758,0,110,0,87565,2791,31377196,9121,1494152,358,Africa,2020-08-24
4203,Slovakia,3424,68,33,0,2153,5,1238,7,627,6,312822,57293,5460045,1595,165456,17,Europe,2020-08-24
4204,Thailand,3397,2,58,0,3222,1,117,1,49,0,749213,10730,69826480,20555,1203905,93,Asia,2020-08-24
4205,Rwanda,3306,217,14,2,1785,30,1507,0,254,1,371886,28612,12997384,3931,928385,35,Africa,2020-08-24
4206,Somalia,3269,0,93,0,2443,47,733,0,205,6,0,0,15954903,4881,171558,0,Africa,2020-08-24
4207,Mayotte,3237,0,39,0,2964,0,234,1,11825,142,13000,47490,273743,85,7019,21,Africa,2020-08-24
4208,Sri Lanka,2959,6,12,0,2811,6,136,1,138,0,208397,9726,21426768,7241,1785564,103,Asia,2020-08-24
4209,Tunisia,2893,75,71,0,1454,11,1368,8,244,6,126596,10695,11836879,4092,166717,94,Africa,2020-08-24
4210,Mali,2708,3,125,0,2025,7,558,0,133,6,34574,1700,20331704,7508,162654,588,Africa,2020-08-24
4211,Lithuania,2673,38,85,1,1766,0,822,6,984,31,608767,224119,2716267,1016,31956,4,Europe,2020-08-24
4212,Slovenia,2665,14,133,2,2122,43,410,0,1282,64,147634,71013,2078982,780,15631,14,Europe,2020-08-24
4213,Gambia,2585,148,87,3,490,35,2008,0,1065,36,11925,4915,2426106,939,27886,203,Africa,2020-08-24
4214,South Sudan,2504,5,47,0,1290,0,1167,0,223,4,12044,1074,11213024,4478,238575,931,Africa,2020-08-24
4215,Uganda,2362,99,22,2,1248,49,1092,0,51,0,351845,7659,45939240,19449,2088147,131,Africa,2020-08-24
4216,Syria,2293,76,92,3,519,14,1682,0,131,5,0,0,17560568,7658,190876,0,Asia,2020-08-24
4217,Estonia,2275,3,64,1,2025,1,186,0,1715,48,140985,106270,1326671,583,20729,9,Europe,2020-08-24
4218,Angola,2222,51,100,4,877,59,1245,24,67,3,64747,1962,33006816,14855,330068,510,Africa,2020-08-24
4219,Guinea-Bissau,2149,0,33,0,1015,0,1101,5,1088,17,1500,760,1974571,919,59835,1316,Africa,2020-08-24
4220,Benin,2115,0,39,0,1705,0,371,0,174,3,107057,8798,12167646,5753,311991,114,Africa,2020-08-24
4221,Iceland,2073,9,10,0,1946,7,117,0,6069,29,200733,587671,341574,165,34157,2,Europe,2020-08-24
4222,Sierra Leone,1997,5,69,0,1557,7,371,0,250,9,0,0,8000162,4006,115944,0,Africa,2020-08-24
4223,Yemen,1916,5,555,2,1090,4,271,0,64,19,120,4,29919278,15615,53909,249327,Asia,2020-08-24
4224,Bahamas,1798,14,46,2,634,0,1118,83,4566,117,10170,25825,393800,219,8561,39,North America,2020-08-24
4225,New Zealand,1683,9,22,0,1538,0,123,10,336,4,697070,139355,5002100,2972,227368,7,Australia/Oceania,2020-08-24
4226,Malta,1667,55,10,0,977,43,680,0,3774,23,175470,397242,441721,265,44172,3,Europe,2020-08-24
4227,Jordan,1639,30,14,2,1335,15,290,3,160,1,752568,73650,10218115,6234,729865,14,Asia,2020-08-24
4228,Aruba,1628,60,7,0,461,6,1160,5,15239,66,19314,180785,106834,66,15262,6,North America,2020-08-24
4229,Botswana,1562,254,3,0,199,63,1360,1,662,1,106284,45066,2358415,1510,786138,22,Africa,2020-08-24
4230,Uruguay,1533,6,42,0,1295,19,196,4,441,12,161637,46507,3475547,2267,82751,22,South America,2020-08-24
4231,Jamaica,1529,116,16,0,819,2,694,4,516,5,53390,18018,2963112,1938,185195,55,North America,2020-08-24
4232,Cyprus,1451,30,20,0,878,0,553,5,1200,17,280445,232028,1208670,833,60434,4,Asia,2020-08-24
4233,Georgia,1421,10,18,1,1137,5,266,0,356,5,341166,85548,3987993,2806,221555,12,Asia,2020-08-24
4234,Burkina Faso,1338,18,55,0,1050,7,233,0,64,3,0,0,20983146,15682,381512,0,Africa,2020-08-24
4235,Latvia,1337,0,33,0,1093,0,211,0,710,18,238403,126614,1882918,1408,57058,8,Europe,2020-08-24
4236,Togo,1295,18,27,0,914,4,354,2,156,3,59179,7125,8306150,6414,307635,140,Africa,2020-08-24
4237,Liberia,1290,4,82,0,819,3,389,0,254,16,0,0,5074480,3934,61884,0,Africa,2020-08-24
4238,Réunion,1244,35,6,0,692,0,546,3,1388,7,35419,39518,896265,720,149378,25,Africa,2020-08-24
4239,Niger,1172,0,69,0,1084,1,19,0,48,3,9052,372,24324790,20755,352533,2687,Africa,2020-08-24
4240,Trinidad and Tobago,1099,92,15,1,165,0,919,6,785,11,19896,14210,1400172,1274,93345,70,North America,2020-08-24
4241,Andorra,1060,15,53,0,877,2,130,1,13716,686,137457,1778596,77284,73,1458,1,Europe,2020-08-24
4242,Guyana,1029,74,31,0,510,20,488,13,1307,39,7234,9190,787122,765,25391,109,South America,2020-08-24
4243,Vietnam,1022,6,27,0,587,24,408,0,10,0,817208,8384,97468496,95370,3609944,119,Asia,2020-08-24
4244,Lesotho,1015,0,30,0,472,0,513,0,473,14,13330,6215,2144777,2113,71493,161,Africa,2020-08-24
4245,Chad,987,1,76,0,870,0,41,0,60,5,0,0,16491240,16708,216990,0,Africa,2020-08-24
4246,Sao Tome and Principe,892,0,15,0,832,1,45,0,4059,68,3492,15891,219744,246,14650,63,Africa,2020-08-24
4247,Guadeloupe,771,0,15,0,289,0,467,6,1927,37,26290,65703,400134,519,26676,15,North America,2020-08-24
4248,Belize,713,27,10,4,45,1,658,8,1788,25,6639,16653,398667,559,39867,60,North America,2020-08-24
4249,Diamond Princess,712,0,13,0,651,0,48,4,0,0,0,0,0,0,0,0,,2020-08-24
4250,San Marino,704,0,42,0,657,0,5,0,20741,1237,6511,191827,33942,48,808,5,Europe,2020-08-24
4251,Channel Islands,616,2,48,0,545,0,23,0,3538,276,68985,396236,174101,283,3627,3,Europe,2020-08-24
4252,Tanzania,509,0,21,0,183,0,305,7,8,0,0,0,59970392,117820,2855733,0,Africa,2020-08-24
4253,Taiwan,487,0,7,0,457,0,23,0,20,0,86023,3611,23823312,48919,3403330,277,Asia,2020-08-24
4254,Myanmar,474,24,6,0,341,0,127,0,9,0,145167,2665,54464296,114904,9077383,375,Asia,2020-08-24
4255,Martinique,464,0,16,0,98,0,350,2,1237,43,12227,32586,375221,809,23451,31,North America,2020-08-24
4256,Burundi,430,0,1,0,345,9,84,0,36,0,22093,1850,11939708,27767,11939708,540,Africa,2020-08-24
4257,Comoros,417,0,7,0,396,0,14,0,478,8,0,0,872239,2092,124606,0,Africa,2020-08-24
4258,Faeroe Islands,410,26,0,0,337,37,73,5,8386,0,84934,1737211,48891,119,0,1,Europe,2020-08-24
4259,Sint Maarten,408,12,17,0,147,0,244,8,9500,396,2184,50852,42948,105,2526,20,North America,2020-08-24
4260,Papua New Guinea,401,0,4,0,232,0,165,0,45,0,14676,1636,8971357,22372,2242839,611,Australia/Oceania,2020-08-24
4261,Turks and Caicos,383,0,2,0,102,0,279,3,9873,52,2083,53694,38794,101,19397,19,North America,2020-08-24
4262,French Polynesia,372,74,0,0,148,0,224,2,1323,0,9912,35255,281151,756,0,28,Australia/Oceania,2020-08-24
4263,Mauritius,347,1,10,0,335,0,2,0,273,8,205285,161376,1272088,3666,127209,6,Africa,2020-08-24
4264,Isle of Man,336,0,24,0,312,0,0,0,3948,282,9483,111432,85101,253,3546,9,Europe,2020-08-24
4265,Eritrea,306,0,0,0,274,0,32,0,86,0,0,0,3553589,11613,0,0,Africa,2020-08-24
4266,Mongolia,298,0,0,0,289,1,9,1,91,0,49602,15095,3285943,11027,0,66,Asia,2020-08-24
4267,Cambodia,273,0,0,0,263,0,10,1,16,0,88699,5295,16752757,61365,0,189,Asia,2020-08-24
4268,Gibraltar,248,2,0,0,203,2,45,0,7361,0,30635,909347,33689,136,0,1,Europe,2020-08-24
4269,Cayman Islands,205,0,1,0,202,0,2,0,3114,15,34208,519602,65835,321,65835,2,North America,2020-08-24
4270,Saint Martin,176,0,5,0,52,0,119,11,4541,129,2449,63182,38761,220,7752,16,North America,2020-08-24
4271,Bermuda,168,1,9,0,150,1,9,0,2699,145,39372,632553,62243,370,6916,2,North America,2020-08-24
4272,Barbados,161,0,7,0,132,0,22,0,560,24,15717,54682,287428,1785,41061,18,North America,2020-08-24
4273,Bhutan,155,0,0,0,115,3,40,0,201,0,82648,106938,772860,4986,0,9,Asia,2020-08-24
4274,Brunei,143,0,3,0,139,0,1,0,326,7,49519,113032,438099,3064,146033,9,Asia,2020-08-24
4275,Seychelles,132,0,0,0,126,0,6,0,1341,0,0,0,98438,746,0,0,Africa,2020-08-24
4276,Monaco,112,0,1,0,83,0,28,1,2851,25,51953,1322498,39284,351,39284,1,Europe,2020-08-24
4277,Liechtenstein,100,1,1,0,90,2,9,0,2622,26,900,23594,38145,381,38145,42,Europe,2020-08-24
4278,Antigua and Barbuda,94,0,3,0,89,0,2,1,959,31,1775,18103,98050,1043,32683,55,North America,2020-08-24
4279,St. Vincent Grenadines,58,0,0,0,56,0,2,0,523,0,3039,27380,110993,1914,0,37,North America,2020-08-24
4280,Macao,46,0,0,0,46,0,0,0,71,0,4071,6257,650629,14144,0,160,Asia,2020-08-24
4281,Curaçao,43,4,1,0,34,1,8,0,262,6,1080,6578,164194,3818,164194,152,North America,2020-08-24
4282,Fiji,28,0,1,0,23,0,4,0,31,1,6693,7458,897414,32051,897414,134,Australia/Oceania,2020-08-24
4283,Saint Lucia,26,0,0,0,25,0,1,0,141,0,4946,26917,183753,7067,0,37,North America,2020-08-24
4284,Timor-Leste,26,0,0,0,25,0,1,0,20,0,5146,3892,1322049,50848,0,257,Asia,2020-08-24
4285,Grenada,24,0,0,0,24,0,0,0,213,0,6252,55523,112601,4692,0,18,North America,2020-08-24
4286,New Caledonia,23,0,0,0,23,1,0,0,80,0,12237,42801,285904,12431,0,23,Australia/Oceania,2020-08-24
4287,Laos,22,0,0,0,20,0,2,0,3,0,36638,5025,7290945,331407,0,199,Asia,2020-08-24
4288,British Virgin Islands,21,0,1,0,8,0,12,0,694,33,2092,69132,30261,1441,30261,14,North America,2020-08-24
4289,Dominica,20,1,0,0,18,0,2,0,278,0,2022,28078,72013,3601,0,36,North America,2020-08-24
4290,Saint Kitts and Nevis,17,0,0,0,17,0,0,0,319,0,1430,26852,53255,3133,0,37,North America,2020-08-24
4291,St. Barth,16,0,0,0,9,0,7,0,1619,0,1699,171929,9882,618,0,6,North America,2020-08-24
4292,Greenland,14,0,0,0,14,0,0,0,247,0,6538,115136,56785,4056,0,9,North America,2020-08-24
4293,Montserrat,13,0,1,0,12,0,0,0,2604,200,61,12220,4992,384,4992,82,North America,2020-08-24
4294,Caribbean Netherlands,13,0,0,0,7,0,6,0,495,0,424,16147,26259,2020,0,62,North America,2020-08-24
4295,Falkland Islands,13,0,0,0,13,0,0,0,3721,0,2256,645678,3494,269,0,2,South America,2020-08-24
4296,Vatican City,12,0,0,0,12,0,0,0,14981,0,0,0,801,67,0,0,Europe,2020-08-24
4297,Western Sahara,10,0,1,0,8,0,1,0,17,2,0,0,599406,59941,599406,0,Africa,2020-08-24
4298,MS Zaandam,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,,2020-08-24
4299,Saint Pierre Miquelon,5,0,0,0,1,0,4,0,864,0,0,0,5790,1158,0,0,North America,2020-08-24
4300,Anguilla,3,0,0,0,3,0,0,0,200,0,662,44066,15023,5008,0,23,North America,2020-08-24
4301,USA,5955728,40098,182404,1290,3254282,36301,2519042,16468,17977,551,77931408,235230,331298688,56,1816,4,North America,2020-08-25
4302,Brazil,3674176,46959,116666,1215,2848395,69686,709115,8318,17267,548,14144344,66471,212789008,58,1824,15,South America,2020-08-25
4303,India,3231754,66873,59612,1066,2467252,64151,704890,8944,2338,43,36827520,26647,1382048768,428,23184,38,Asia,2020-08-25
4304,Russia,966189,4696,16568,120,779747,6652,169874,2300,6620,114,34800000,238447,145944160,151,8809,4,Europe,2020-08-25
4305,South Africa,613017,1567,13308,149,520381,3887,79328,539,10317,224,3578836,60229,59420384,97,4465,17,Africa,2020-08-25
4306,Peru,607382,6944,28001,188,414577,7276,164804,1522,18383,847,3032744,91790,33040168,54,1180,11,South America,2020-08-25
4307,Mexico,563705,3541,60800,320,389124,5252,113781,3346,4365,471,1263835,9787,129136440,229,2124,102,North America,2020-08-25
4308,Colombia,562128,10432,17889,277,395470,11299,148769,1493,11030,351,2546147,49959,50964400,91,2849,20,South America,2020-08-25
4309,Spain,423224,2415,28924,52,0,0,0,677,9051,619,8517446,182162,46757584,110,1617,5,Europe,2020-08-25
4310,Chile,400985,1417,10958,42,374463,1999,15564,1011,20949,572,2255966,117860,19141022,48,1747,8,South America,2020-08-25
4311,Iran,363363,2213,20901,125,313058,1693,29404,3839,4318,248,3883313,46146,84153432,232,4026,22,Asia,2020-08-25
4312,Argentina,359638,8771,7563,197,263202,6413,88873,1990,7946,167,1127098,24904,45258392,126,5984,40,South America,2020-08-25
4313,UK,327798,1184,41449,16,0,0,0,72,4825,610,15177265,223391,67940504,207,1639,4,Europe,2020-08-25
4314,Saudi Arabia,309768,1114,3722,31,283932,1044,22114,1639,8877,107,4792192,137335,34894084,113,9375,7,Asia,2020-08-25
4315,Bangladesh,299628,2545,4028,45,186756,3881,108844,0,1817,24,1470191,8914,164936512,550,40947,112,Asia,2020-08-25
4316,Pakistan,293711,450,6255,11,278425,1596,9031,672,1326,28,2487744,11230,221518880,754,35415,89,Asia,2020-08-25
4317,Turkey,261194,1502,6163,24,238795,887,16236,811,3092,73,6521640,77202,84475416,323,13707,13,Asia,2020-08-25
4318,Italy,261174,876,35445,4,206015,353,19714,66,4321,586,8125892,134428,60447968,231,1705,7,Europe,2020-08-25
4319,France,248158,3304,30544,16,85524,325,132090,410,3801,468,6000000,91890,65295784,263,2138,11,Europe,2020-08-25
4320,Germany,237572,1455,9345,9,209600,0,18627,245,2834,111,10197366,121650,83825128,353,8970,8,Europe,2020-08-25
4321,Iraq,211947,3962,6596,77,153761,3372,51590,574,5252,163,1482187,36731,40352992,190,6118,27,Asia,2020-08-25
4322,Philippines,197164,2965,3038,34,132396,368,61730,717,1796,28,2378069,21658,109798440,557,36142,46,Asia,2020-08-25
4323,Indonesia,157859,2447,6858,99,112867,1807,38134,0,576,25,2056166,7505,273958432,1735,39947,133,Asia,2020-08-25
4324,Canada,125969,322,9090,7,112050,356,4829,44,3333,241,5205086,137729,37792184,300,4158,7,North America,2020-08-25
4325,Qatar,117498,232,194,0,114318,219,2986,68,41847,69,599447,213493,2807805,24,14473,5,Asia,2020-08-25
4326,Bolivia,110148,999,4578,69,47050,1654,58520,71,9417,391,234304,20032,11696726,106,2555,50,South America,2020-08-25
4327,Ecuador,109030,741,6368,46,95025,147,7637,386,6166,360,311310,17605,17682740,162,2777,57,South America,2020-08-25
4328,Ukraine,108415,1658,2318,25,52870,0,53227,177,2481,53,1436206,32871,43692288,403,18849,30,Europe,2020-08-25
4329,Israel,106460,1988,859,12,83822,2180,21779,427,11575,93,2180096,237029,9197590,86,10707,4,Asia,2020-08-25
4330,Kazakhstan,104902,184,1523,0,93405,807,9974,221,5577,81,2291327,121812,18810324,179,12351,8,Asia,2020-08-25
4331,Egypt,97619,141,5298,18,67717,900,24604,41,951,52,135000,1316,102616872,1051,19369,760,Africa,2020-08-25
4332,Dominican Republic,92217,609,1585,12,62460,902,28172,242,8488,146,350033,32219,10864291,118,6854,31,North America,2020-08-25
4333,Panama,88381,896,1919,13,62759,574,23703,153,20436,444,313342,72452,4324810,49,2254,14,North America,2020-08-25
4334,Sweden,86891,0,5814,5,0,0,0,22,8596,575,1030010,101892,10108859,116,1739,10,Europe,2020-08-25
4335,China,84981,14,4634,0,79961,36,386,11,59,3,90410000,62814,1439323776,16937,310601,16,Asia,2020-08-25
4336,Oman,84652,143,642,5,79147,235,4863,151,16517,125,309212,60332,5125210,61,7983,17,Asia,2020-08-25
4337,Belgium,82092,156,9996,4,18242,17,53854,89,7079,862,2144563,184918,11597351,141,1160,5,Europe,2020-08-25
4338,Kuwait,81573,613,519,1,73402,477,7652,95,19059,121,595049,139032,4279939,52,8247,7,Asia,2020-08-25
4339,Romania,80390,1060,3367,58,35816,299,41207,490,4183,175,1679614,87401,19217398,239,5708,11,Europe,2020-08-25
4340,Belarus,70727,82,652,6,69097,172,978,0,7485,69,1480047,156638,9448840,134,14492,6,Europe,2020-08-25
4341,Guatemala,69651,1118,2630,19,57891,156,9130,5,3877,146,225758,12567,17964128,258,6830,80,North America,2020-08-25
4342,UAE,67621,339,377,1,58754,172,8490,0,6825,38,6629995,669137,9908281,147,26282,1,Asia,2020-08-25
4343,Netherlands,67543,415,6207,5,0,0,0,55,3941,362,1455274,84902,17140718,254,2762,12,Europe,2020-08-25
4344,Japan,63121,614,1196,15,50431,1091,11494,252,499,9,1357628,10739,126415848,2003,105699,93,Asia,2020-08-25
4345,Poland,63073,763,1977,17,42784,336,18312,76,1667,52,2577726,68121,37840160,600,19140,15,Europe,2020-08-25
4346,Singapore,56435,31,27,0,54816,229,1592,0,9635,5,1745928,298076,5857317,104,216938,3,Asia,2020-08-25
4347,Portugal,55912,192,1805,4,41021,141,13086,41,5486,177,1945123,190847,10192057,182,5647,5,Europe,2020-08-25
4348,Honduras,55479,968,1683,29,8556,24,45240,47,5588,170,135216,13620,9927888,179,5899,73,North America,2020-08-25
4349,Morocco,54528,1276,955,35,38293,815,15280,31,1475,26,1802170,48739,36976064,678,38718,21,Africa,2020-08-25
4350,Nigeria,52800,252,1007,3,39964,707,11829,7,255,5,379542,1835,206872336,3918,205434,545,Africa,2020-08-25
4351,Bahrain,50076,357,186,1,46673,362,3217,32,29288,109,1058509,619099,1709757,34,9192,2,Asia,2020-08-25
4352,Ghana,43717,95,270,7,41843,148,1604,5,1403,9,436253,13997,31167222,713,115434,71,Africa,2020-08-25
4353,Ethiopia,43688,1545,709,17,15796,534,27183,290,379,6,794686,6888,115372016,2641,162725,145,Africa,2020-08-25
4354,Kyrgyzstan,43245,119,1057,0,36925,310,5263,24,6612,162,267718,40935,6540072,151,6187,24,Asia,2020-08-25
4355,Armenia,42936,111,858,4,36475,426,5603,0,14485,289,196873,66419,2964098,69,3455,15,Asia,2020-08-25
4356,Algeria,42228,370,1456,10,29587,218,11185,41,960,33,0,0,43967240,1041,30197,0,Africa,2020-08-25
4357,Venezuela,41158,820,343,6,32015,935,8800,86,1448,12,1706093,60024,28423336,691,82867,17,South America,2020-08-25
4358,Switzerland,40262,202,2002,1,34400,0,3860,15,4647,231,948439,109466,8664233,215,4328,9,Europe,2020-08-25
4359,Uzbekistan,39641,293,284,4,35869,318,3488,249,1182,8,1377915,41081,33541218,846,118103,24,Asia,2020-08-25
4360,Afghanistan,38070,16,1397,8,28440,80,8233,31,975,36,101377,2596,39055072,1026,27956,385,Asia,2020-08-25
4361,Azerbaijan,35559,133,521,2,33190,86,1848,0,3502,51,885279,87194,10152983,286,19487,11,Asia,2020-08-25
4362,Costa Rica,35305,842,376,14,13072,314,21857,144,6921,74,133005,26074,5101142,144,13567,38,North America,2020-08-25
4363,Moldova,34358,530,960,15,23869,299,9529,575,8520,238,183923,45610,4032498,117,4201,22,Europe,2020-08-25
4364,Nepal,33533,855,164,7,19119,313,14250,0,1148,6,904802,30972,29213726,871,178132,32,Asia,2020-08-25
4365,Kenya,32803,246,559,5,19055,160,13189,44,608,10,429513,7962,53942792,1644,96499,126,Africa,2020-08-25
4366,Serbia,30820,106,705,4,29132,104,983,36,3530,81,885575,101419,8731846,283,12386,10,Europe,2020-08-25
4367,Ireland,28201,85,1777,0,23364,0,3060,5,5702,359,782633,158234,4946062,175,2783,6,Europe,2020-08-25
4368,Austria,25706,211,733,0,21888,231,3085,23,2852,81,1110089,123148,9014240,351,12298,8,Europe,2020-08-25
4369,Australia,25053,137,525,8,19814,211,4714,42,981,21,5789846,226660,25544218,1020,48656,4,Australia/Oceania,2020-08-25
4370,El Salvador,24986,175,678,9,12717,225,11591,304,3849,104,300534,46299,6491209,260,9574,22,North America,2020-08-25
4371,Czechia,22548,367,416,1,16662,286,5470,22,2105,39,852414,79575,10712048,475,25750,13,Europe,2020-08-25
4372,Palestine,19678,465,133,0,13162,1292,6383,0,3844,26,214862,41977,5118513,260,38485,24,Asia,2020-08-25
4373,Cameroon,18973,211,410,2,16540,0,2023,30,712,15,149000,5593,26640596,1404,64977,179,Africa,2020-08-25
4374,Bosnia and Herzegovina,18326,297,560,13,12081,220,5685,0,5591,171,174907,53364,3277596,179,5853,19,Europe,2020-08-25
4375,S. Korea,17945,280,310,1,14286,67,3349,38,350,6,1825837,35608,51276016,2857,165407,28,Asia,2020-08-25
4376,Ivory Coast,17562,56,114,0,15908,275,1540,0,663,4,122079,4612,26471960,1507,232210,217,Africa,2020-08-25
4377,Denmark,16480,83,623,0,14465,155,1392,3,2844,108,2244803,387347,5795335,352,9302,3,Europe,2020-08-25
4378,Bulgaria,15589,203,572,9,10601,104,4416,64,2246,82,380606,54841,6940154,445,12133,18,Europe,2020-08-25
4379,Madagascar,14475,73,178,0,13492,56,805,75,521,6,55726,2005,27792784,1920,156139,499,Africa,2020-08-25
4380,Paraguay,14228,626,231,12,7883,234,6114,68,1991,32,177771,24878,7145638,502,30933,40,South America,2020-08-25
4381,North Macedonia,13799,126,573,5,10210,60,3016,7,6623,275,140093,67244,2083361,151,3636,15,Europe,2020-08-25
4382,Lebanon,13687,532,138,12,3723,19,9826,75,2007,20,476823,69909,6820641,498,49425,14,Asia,2020-08-25
